WCAG Issues — 265 Issues (axe),,,,,,,,,Auditor URL:,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
Total: 265   |   ✅ Fixed: 242   |   ⏳ Pending (Helpjuice): 23,,,,,,,,,,,,,,
Issue ID,Status,Summary,Impact,WCAG Checkpoint,Standards,URL,Rule ID,Issue Status,Deque validation status,Test Unit,,Innovaccer Comment,Revalidation comment,Deque Axe Auditor Status
2341132,Fixed,Function cannot be performed by keyboard alone,Critical,2.1 Keyboard Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,keyboard-inaccessible,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2341133,Fixed,Functionality is lost at 200% zoom,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,resize-text-function-lost,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2341135,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,contrast-focus-indicator,Open,Fixed,Admin Overview,,Fixed,,Closed
2341137,Fixed,Info or functionality is unavailable at 320px width equivalent,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,content-reflow-content-missing,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2341138,Fixed,Role: The element's role is missing or incorrect,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,aria-role-missing,Open,Not Fixed,Admin Overview,,Fixed,,Open
2341161,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,contrast-focus-indicator,Open,Fixed,Admin Overview,,Fixed,,Closed
2341162,Fixed,Visual heading text is not marked as heading,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,semantic-heading,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2341292,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,contrast-focus-indicator,Open,Fixed,Admin Overview,,Fixed,,Closed
2341310,Fixed,Focus indicator is missing,Critical,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,focus-indicator-missing,Open,Fixed,Admin Overview,,Fixed,,Closed
2341338,Fixed,Function cannot be performed by keyboard alone,Critical,2.1 Keyboard Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,keyboard-inaccessible,Open,Partially Fixed,Admin Overview,,Partial/Pending DS,,Open
2341391,Fixed,State: Selected state of the element is missing or incorrect,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,state-selected-missing-incorrect,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2341392,Fixed,Correct reading order of dynamic content not determinable,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,new-content-bad-location,Open,Fixed,Admin Overview,,Fixed,,Closed
2341658,Fixed,Function cannot be performed by keyboard alone,Critical,2.1 Keyboard Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,keyboard-inaccessible,Open,Fixed,Admin Overview,,Fixed,,Closed
2341664,Fixed,Active user interface component lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,contrast-uic-active-3-1,Open,Fixed,Admin Overview,,Fixed,Fixed,Closed
2341668,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,contrast-focus-indicator,Open,Fixed,Admin Overview,,Fixed,,Closed
2341674,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,contrast-focus-indicator,Open,Fixed,Admin Overview,,Fixed,,Closed
2341689,Fixed,Anchor or button nested inside other anchor or button,Moderate,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,button-link-nested,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2341694,Fixed,Breadcrumb: Breadcrumb region is missing appropriate roles and/or attributes,Moderate,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,custom-breadcrumb,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2342010,Fixed,Control text lacks 4.5:1 contrast ratio on hover or focus,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-link-infocus-4.5-1,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2342011,Fixed,Control text lacks 4.5:1 contrast ratio on hover or focus,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-link-infocus-4.5-1,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2342012,Fixed,Text content lacks 4.5:1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-text-4.5-1,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2342014,Fixed,Control text lacks 4.5:1 contrast ratio on hover or focus,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-link-infocus-4.5-1,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2342095,Fixed,Combobox: Combobox is missing appropriate roles and/or attributes,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,custom-combobox,Open,Not Fixed,Admin Overview,,Partial/Pending DS,,Open
2345095,Fixed,Breadcrumb: Breadcrumb region is missing appropriate roles and/or attributes,Moderate,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,custom-breadcrumb,Open,Fixed,Base Role,,Fixed,,Closed
2345096,Fixed,State: Expand/collapse state of the element is missing or incorrect,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,state-aria-expanded-missing-incorrect,Open,New issue by remediation,Base Role,,Fixed,,Open
2345099,Fixed,Hidden content is readable with a screen reader,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,reading-order-hidden-content,Open,Not Fixed,Base Role,,Partial/Pending DS,Not Fixed,Open
2345101,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,contrast-focus-indicator,Open,Fixed,Base Role,Lakshmi,Fixed,,Closed
2345102,Fixed,Function cannot be performed by keyboard alone,Critical,2.1 Keyboard Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,keyboard-inaccessible,Open,Fixed,Base Role,Lakshmi,Fixed,,Closed
2345593,Fixed,Status message not automatically announced,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,status-msg-not-auto-announced,Open,Not Fixed,Base Role,,Fixed,Not Fixed,Open
2345596,Fixed,Buttons must have discernible text,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,button-name,Open,Not Fixed,How can we improve this article dialog,,Fixed,,Open
2345602,Fixed,Reading order of static content changes meaning,Critical,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,reading-order-not-logical,Open,Fixed,Base Role,,Fixed,,Closed
2345689,Fixed,Controls have same name but different actions,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,buttons-confusing,Open,Fixed,Base Role,,Fixed,,Closed
2345690,Fixed,Page TITLE element does not identify purpose of page,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,title-not-meaningful,Open,Fixed,Base Role,,Fixed,,Closed
2345840,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,contrast-focus-indicator,Open,Fixed,Base Role,,Fixed,,Closed
2345842,Fixed,Info or functionality is unavailable at 320px width equivalent,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,content-reflow-content-missing,Open,Fixed,Base Role,,Fixed,,Closed
2345934,Fixed,Controls have same name but different actions,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,buttons-confusing,Open,Fixed,Admin Overview,,Fixed,,Closed
2346098,Fixed,ARIA commands must have an accessible name,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,aria-command-name,Open,Not Fixed,Own User details page,,Fixed,Not Fixed,Open
2346099,Fixed,Elements must meet minimum color contrast ratio thresholds,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,color-contrast,Open,Not Fixed,Own User details page,,Partial/Pending DS,Not Fixed,Open
2346100,Fixed,Form elements must have labels,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2346101,Fixed,Form elements must have labels,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2346102,Fixed,Form elements must have labels,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2346103,Fixed,Form elements must have labels,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2346106,Fixed,Reading order of static content changes meaning,Critical,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,reading-order-not-logical,Open,Fixed,Admin Overview,,Fixed,,Closed
2346219,Fixed,Page TITLE element does not identify purpose of page,Moderate,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,title-not-meaningful,Open,Fixed,Admin Overview,,Fixed,,Closed
2346220,Fixed,Info or functionality is unavailable at 320px width equivalent,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,content-reflow-content-missing,Open,Not Fixed,Admin Overview,,Fixed,Not fixed,Open
2346580,Fixed,Text spacing content cut off,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,text-spacing-cut-off,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347679,Fixed,Able to browse outside modal with screen reader,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,reading-order-browse-outside-modal,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347680,Fixed,Focus indicator is missing,Critical,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,focus-indicator-missing,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347951,Fixed,Active user interface component lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-uic-active-3-1,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347957,Fixed,Active user interface component lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-uic-active-3-1,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347963,Fixed,Active user interface component lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-uic-active-3-1,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347964,Fixed,Group of radio buttons not associated with group label,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,label-group-radio-not-associated,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347965,Fixed,Programmatic label does not convey purpose of control,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,label-programmatic-not-descriptive,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347966,Fixed,Accessible name does not contain visible label,Serious,2.5 Pointer Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,speech-accessible-name-mismatch,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347969,Fixed,Dialog / Alert Dialog: Dialog is missing appropriate role and/or attributes,Moderate,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,custom-dialog,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347995,Fixed,Identify input purpose missing,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,id-input-purpose-missing,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2347996,Fixed,Label is not persistent,Serious,3.3 Input Assistance,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,label-is-placeholder,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2349461,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349462,Fixed,Status message not automatically announced,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,status-msg-not-auto-announced,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349463,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349465,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349466,Fixed,Role: The element's role is missing or incorrect,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,aria-role-missing,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349641,Fixed,Content should be in a data table but is not,Critical,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,semantic-data-table,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349642,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349643,Fixed,Keyboard focus does not move to intended target,Moderate,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,focus-not-moved,Open,Not Fixed,Own User details page,,Fixed,Not Fixed,Open
2349647,Fixed,Status message not automatically announced,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,status-msg-not-auto-announced,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349648,Fixed,Form field: Form field is missing an accessible name,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,form-label-missing,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349649,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349650,Fixed,Tabs: Tab widget is missing appropriate roles and/or attributes,Moderate,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,custom-tabs,Open,Not Fixed,Own User details page,,Partial/Pending DS,Not Fixed,Open
2349651,Fixed,Functionality is lost at 200% zoom,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,resize-text-function-lost,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349652,Fixed,Info or functionality is lost due to overlapping content at 320px equivalent,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,content-reflow-content-lost,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2349653,Fixed,Content does not reflow to fit 320px width equivalent,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,content-horizontal-scroll,Open,Not Fixed,Own User details page,Lakshmi,Fixed,,Open
2350035,Fixed,ARIA commands must have an accessible name,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,aria-command-name,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2350036,Fixed,Form elements must have labels,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2350037,Fixed,Form elements must have labels,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2350038,Fixed,Form elements must have labels,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2350039,Fixed,Form elements must have labels,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2350437,Fixed,Function cannot be performed by keyboard alone,Critical,2.1 Keyboard Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,keyboard-inaccessible,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2350438,Fixed,State: Selected state of the element is missing or incorrect,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,state-selected-missing-incorrect,Open,Fixed,Level of Access - Date Access tab,,Fixed,,Closed
2350443,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Level of Access - Date Access tab,,Fixed,,Closed
2350444,Fixed,Role: The element's role is missing or incorrect,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,aria-role-missing,Open,Not Applicable,Level of Access - Date Access tab,,,,Closed
2350445,Fixed,Function cannot be performed by keyboard alone,Critical,2.1 Keyboard Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,keyboard-inaccessible,Open,Fixed,Level of Access - Date Access tab,,Fixed,,Closed
2350446,Fixed,Controls have same name but different actions,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,buttons-confusing,Open,Not Applicable,Level of Access - Date Access tab,,,,Closed
