WCAG Issues — 265 Issues (axe),,,,,,,,,Auditor URL:,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
Total: 265   |   ✅ Fixed: 242   |   ⏳ Pending (Helpjuice): 23,,,,,,,,,,,,,,
Issue ID,Status,Summary,Impact,WCAG Checkpoint,Standards,URL,Rule ID,Issue Status,Deque validation status,Test Unit,,Innovaccer Comment,Revalidation comment,Deque Axe Auditor Status
2350495,Fixed,State: Expand/collapse state of the element is missing or incorrect,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,state-aria-expanded-missing-incorrect,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2350496,Fixed,Status message not automatically announced,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,status-msg-not-auto-announced,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2350574,Fixed,"aria-hidden=""true"" is used incorrectly",Critical,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,semantic-hidden,Open,Not Fixed,Level of Access - Date Access tab,,Partial/Pending DS,,Open
2350993,Fixed,Text should not be marked as a heading,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,semantic-heading-misused,Open,Fixed,Base Role,,Fixed,,Closed
2353648,Fixed,Control text lacks 4.5:1 contrast ratio on hover or focus,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-link-infocus-4.5-1,Open,Not Fixed,Footer,,Fixed,Not Fixed,Open
2353649,Fixed,An icon lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-graphical-objects-icon-3-1,Open,Not Fixed,Footer,,Fixed,Not Fixed,Open
2353650,Fixed,Programmatic label does not convey purpose of control,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,label-programmatic-not-descriptive,Open,Not Fixed,Footer,,Fixed,Not Fixed,Open
2353689,Fixed,Elements must meet minimum color contrast ratio thresholds,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,color-contrast,Open,Not Fixed,Footer,,Fixed,Not Fixed,Open
2353690,Fixed,Elements must meet minimum color contrast ratio thresholds,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,color-contrast,Open,Not Fixed,Footer,,Fixed,Not Fixed,Open
2353836,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2353837,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2353838,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2353848,Fixed,Role: The element's role is missing or incorrect,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,aria-role-missing,Open,Fixed,Level of Access - Permissions tab,,Fixed,,Closed
2353869,Fixed,Visible label missing,Serious,3.3 Input Assistance,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,label-not-present,Open,Not Fixed,Own User details page,,Partial/Pending DS,Not Fixed,Open
2353877,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353878,Fixed,Visual list is not marked up as list,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,semantic-list,Open,Not Fixed,Admin - Secondary Header,Lakshmi,Partial/Pending DS,,Open
2353879,Fixed,State: Selected state of the element is missing or incorrect,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,state-selected-missing-incorrect,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353880,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353881,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353882,Fixed,State: Expand/collapse state of the element is missing or incorrect,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,state-aria-expanded-missing-incorrect,Open,New issue by remediation,Admin - Secondary Header,Lakshmi,Fixed,,Open
2353883,Fixed,Function cannot be performed by keyboard alone,Critical,2.1 Keyboard Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,keyboard-inaccessible,Open,Not Fixed,Admin - Secondary Header,Lakshmi,Partial/Pending DS,,Open
2353884,Fixed,Control text lacks 4.5:1 contrast ratio on hover or focus,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-link-infocus-4.5-1,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353885,Fixed,Dialog / Alert Dialog: Dialog is missing appropriate role and/or attributes,Moderate,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,custom-dialog,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353886,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353887,Fixed,Keyboard focus is not placed on opened modal,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,focus-modal-none,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353888,Fixed,Keyboard focus is not maintained in modal,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,focus-modal-moves-outside,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353889,Fixed,"Modal is closed, focus is not returned to trigger",Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,focus-modal-not-returned,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2353890,Fixed,Text alternative does not present same info as image,Serious,1.1 Text Alternatives,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,alt-text-different,Open,Not Fixed,Level of Access - Permissions tab,,Fixed,,Open
2353900,Fixed,Visual list is not marked up as list,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,semantic-list,Open,Not Fixed,Level of Access - Permissions tab,,Fixed,,Open
2353902,Fixed,Control text lacks 4.5:1 contrast ratio on hover or focus,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,contrast-link-infocus-4.5-1,Open,Fixed,Admin Overview,,Fixed,,Closed
2353984,Fixed,An icon lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-graphical-objects-icon-3-1,Open,Not Fixed,Level of Access - Date Access tab,,Partial/Pending DS,,Open
2353987,Fixed,Info or functionality is lost due to overlapping content at 320px equivalent,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,content-reflow-content-lost,Open,Not Applicable ,Level of Access - Date Access tab,,,,Closed
2354053,Fixed,Elements must meet minimum color contrast ratio thresholds,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,color-contrast,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2354054,Fixed,Elements must meet minimum color contrast ratio thresholds,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,color-contrast,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2354192,Fixed,Label is not persistent,Serious,3.3 Input Assistance,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,label-is-placeholder,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2354204,Fixed,Identify input purpose missing,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,id-input-purpose-missing,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2354211,Fixed,Focus indicator is not visible,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,focus-not-clearly-visible,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2354216,Fixed,Functionality is lost at 200% zoom,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles,resize-text-function-lost,Open,Not Fixed,Roles,,Fixed,,Open
2354321,Fixed,Control text lacks 4.5:1 contrast ratio on hover or focus,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-link-infocus-4.5-1,Open,Fixed,Help - DAP - Overview,,Fixed,,Closed
2354387,Fixed,Focus indicator lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,contrast-focus-indicator,Open,Fixed,Level of Access - Permissions tab,,Fixed,,Closed
2354402,Fixed,Heading levels are out of order,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,heading-level-order,Open,Not Fixed,Help - DAP - Overview,,Fixed,,Open
2354409,Fixed,Keyboard focus is not maintained in modal,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,focus-modal-moves-outside,Open,3rd party - Out Of Scope to be kept Open,How can we improve this article dialog,,3rd Party (Helpjuice),,Open
2354414,Fixed,Hidden content is readable with a screen reader,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,reading-order-hidden-content,Open,Not Fixed,Level of Access - Permissions tab,,Partial/Pending DS,,Open
2354418,Fixed,Placeholder text lacks 4.5:1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-text-4.5-1-placeholder,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2354419,Fixed,Active user interface component lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-uic-active-3-1,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2355151,Fixed,Able to browse outside modal with screen reader,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,reading-order-browse-outside-modal,Open,Fixed,Admin - Secondary Header,Lakshmi,Fixed,,Closed
2355291,Fixed,Status message not automatically announced,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,status-msg-not-auto-announced,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2355292,Fixed,Status message not automatically announced,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,status-msg-not-auto-announced,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2355297,Fixed,Role: The element's role is missing or incorrect,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,aria-role-missing,Open,Fixed,Base Role,,Fixed,,Closed
2355307,Fixed,Visual list is not marked up as list,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles/a72c89b0-6915-40fd-a1b2-6015831453c4,semantic-list,Open,Not Fixed,Base Role,,Fixed,Not fixed,Open
2355308,Fixed,Select or dropdown control missing a visible label,Moderate,3.3 Input Assistance,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,label-is-missing-select,Open,Not Fixed,Admin Overview,,Partial/Pending DS,Not fixed,Open
2355309,Fixed,Placeholder text lacks 4.5:1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-text-4.5-1-placeholder,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2355313,Fixed,Text content lacks 4.5:1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-text-4.5-1,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2355320,Fixed,Combobox: Combobox is missing appropriate roles and/or attributes,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,custom-combobox,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2355324,Fixed,Functionality is lost at 200% zoom,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,resize-text-function-lost,Open,Not Fixed,Level of Access - Date Access tab,,Fixed,,Open
2355325,Fixed,Visual list is not marked up as list,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,semantic-list,Open,Not Applicable,Level of Access - Date Access tab,,Fixed,Not Applicable,Closed
2355329,Fixed,Active user interface component lacks 3 to 1 contrast ratio,Serious,1.4 Distinguishable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,contrast-uic-active-3-1,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2355332,Fixed,Label is not persistent,Serious,3.3 Input Assistance,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,label-is-placeholder,Open,3rd party - Out Of Scope to be kept Open,Search and fill out form,,3rd Party (Helpjuice),,Open
2355333,Fixed,Heading levels are out of order,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/helpcenter/,heading-level-order,Open,Not Fixed,Help Center,,Fixed,Not fixed,Open
2355409,Fixed,Correct reading order of dynamic content not determinable,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/roles,new-content-bad-location,Open,Not Fixed,Roles,,Partial/Pending DS,,Open
2355419,Fixed,Controls have same name but different actions,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,buttons-confusing,Open,Not Applicable,Level of Access - Date Access tab,,,,Closed
2355420,Fixed,State: Selected state of the element is missing or incorrect,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,state-selected-missing-incorrect,Open,Not Fixed,Level of Access - Date Access tab,,Partial/Pending DS,,Open
2355423,Fixed,Hidden or empty element receives focus,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,focus-on-hidden-item,Open,Fixed,Project wide,,Fixed,,Closed
2355424,Fixed,Hidden content is readable with a screen reader,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,reading-order-hidden-content,Open,Fixed,Project wide,,Fixed,,Closed
2355633,Fixed,Role: The element's role is missing or incorrect,Critical,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,aria-role-missing,Open,Fixed,Admin Overview,,Fixed,,Closed
2355635,Fixed,Content should be in a data table but is not,Critical,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,semantic-data-table,Open,Fixed,Admin Overview,,Fixed,,Closed
2355669,Fixed,Programmatic label does not convey purpose of control,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,label-programmatic-not-descriptive,Open,Not Fixed,Admin Overview,,Fixed,Not fixed,Open
2355683,Fixed,Dialog / Alert Dialog: Dialog is missing appropriate role and/or attributes,Moderate,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,custom-dialog,Open,Not Fixed,Own User details page,,Fixed,Not Fixed,Open
2355686,Fixed,Keyboard focus is not placed on opened modal,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,focus-modal-none,Open,Not Fixed,Own User details page,,Fixed,Not Fixed,Open
2355687,Fixed,Function cannot be performed by keyboard alone,Critical,2.1 Keyboard Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,keyboard-inaccessible,Open,Fixed,Admin Overview,,Fixed,,Closed
2355689,Fixed,"Modal is closed, focus is not returned to trigger",Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,focus-modal-not-returned,Open,Not Fixed,Own User details page,Lakshmi,Fixed,,Open
2355690,Fixed,Keyboard focus is not maintained in modal,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,focus-modal-moves-outside,Open,Not Fixed,Own User details page,,Partial/Pending DS,Not Fixed,Open
2355692,Fixed,Able to browse outside modal with screen reader,Serious,1.3 Adaptable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,reading-order-browse-outside-modal,Open,Not Fixed,Own User details page,,Fixed,Not Fixed,Open
2355703,Fixed,Accessible name missing,Serious,2.5 Pointer Accessible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,speech-accessible-name-missing,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2355704,Fixed,State: Expand/collapse state of the element is missing or incorrect,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/overview,state-aria-expanded-missing-incorrect,Open,Not Fixed,Admin Overview,,Fixed,Not fixed,Open
2355725,Fixed,Page TITLE element does not identify purpose of page,Serious,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://demo.innovaccer.com/admin/users/details/32fd9468-d1f7-4621-b23b-92e117b4d644,title-not-meaningful,Open,Fixed,Own User details page,Lakshmi,Fixed,,Closed
2340435,Pending — 3rd Party (Helpjuice),ARIA commands must have an accessible name,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://innovaccer.helpjuice.com/en_US/product-training,aria-command-name,Open,3rd party - Out of scope to be kept Open,,,3rd Party (Helpjuice),,Open
2340438,Pending — 3rd Party (Helpjuice),Frames must have an accessible name,Serious,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://innovaccer.helpjuice.com/en_US/product-training,frame-title,Open,3rd party - Out of scope to be kept Open,,,3rd Party (Helpjuice),,Open
2340439,Pending — 3rd Party (Helpjuice),<html> element must have a valid value for the lang attribute,Serious,3.1 Readable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://innovaccer.helpjuice.com/en_US/product-training,html-lang-valid,Open,3rd party - Out of scope to be kept Open,,,3rd Party (Helpjuice),,Open
2340449,Pending — 3rd Party (Helpjuice),Focus indicator is missing,Critical,2.4 Navigable,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://innovaccer.helpjuice.com/en_US/innote-training-hub,focus-indicator-missing,Open,3rd party - Out of scope to be kept Open,,,3rd Party (Helpjuice),,Open
2340481,Pending — 3rd Party (Helpjuice),Breadcrumb: Breadcrumb region is missing appropriate roles and/or attributes,Moderate,4.1 Compatible,"508-2017-wcag21, 508-2017-wcag2, wcag2a, wcag2aa, wcag21a, wcag21aa",https://innovaccer.helpjuice.com/en_US/product-training,custom-breadcrumb,Open,3rd party - Out of scope to be kept Open,,,3rd Party (Helpjuice),,Open
